"20","28","1656","9","54.94","True"
"20","6","242","5","84.93","False"
"21","45","315","9","12.03","True"
"21","15","1057","9","49.88","False"
"21","69","414","7","74.96","True"
"22","83","1225","4","39.11","False"
"22","78","1063","3","14.45","True"
"22","15","1907","8","69.50","False"
"22","18","193","9","73.09","True"
"22","6","1869","7","79.51","True"
"22","78","1932","4","27.19","False"
"22","45","1524","10","87.52","False"
"22","78","1782","1","26.43","False"
"22","84","1469","5","67.32","False"
"22","69","694","8","40.71","True"
"23","15","806","10","26.31","False"
"23","15","1995","2","77.55","False"
"23","45","711","2","14.57","False"
"23","18","1612","1","62.36","True"
"23","51","1546","1","80.16","True"
"23","31","1883","8","24.46","True"
"23","28","581","5","47.36","False"
"23","70","711","2","45.29","False"
"24","31","1809","4","12.02","False"
"25","51","1168","4","11.33","True"
"25","52","436","8","61.83","False"
"26","16","1869","1","51.21","False"
"26","84","1621","8","86.73","False"
"26","57","1106","1","77.90","True"
"26","98","214","7","72.61","True"
"26","98","1024","4","89.18","True"
"27","84","1809","10","37.26","True"
"27","57","1706","10","70.03","True"
"27","98","227","2","50.17","True"
"27","42","1765","6","82.15","True"
"27","51","34","3","45.77","False"
"27","69","1494","9","74.96","True"
"27","78","1794","8","33.17","False"
"27","16","1535","3","93.67","True"
"27","83","1506","1","71.39","False"
"27","98","1639","10","65.59","False"
"28","27","1013","5","79.44","False"
"28","12","1033","8","71.10","False"
"28","52","715","9","29.38","True"
"28","83","579","10","80.09","False"
"28","62","1408","1","58.81","False"
"28","27","1292","5","49.75","True"
"28","97","1206","5","98.98","True"
"29","36","1220","4","91.92","True"
"29","14","906","8","100.00","False"
"30","6","196","4","36.01","True"
"30","70","870","5","17.30","True"
"30","45","1231","6","17.14","False"
"30","62","478","6","24.84","True"
"30","16","427","2","41.66","False"
"30","84","1875","7","78.43","True"
"31","98","379","8","34.72","False"
"31","28","295","1","45.83","True"
"31","17","1676","5","73.91","False"
"31","14","1704","2","77.50","True"
"31","18","1142","8","43.97","False"
"31","14","1320","6","27.12","False"
"31","14","386","9","51.84","True"
"31","52","1181","1","74.77","False"
"32","57","1542","6","26.56","False"
"32","45","650","4","18.17","True"
"32","36","1006","9","87.84","False"
"32","12","413","2","96.80","True"
"32","31","895","5","46.43","False"
"32","14","177","1","23.00","True"
"32","31","399","1","94.97","False"
"32","16","175","10","74.23","False"
"33","84","653","2","55.46","True"
"33","27","1521","10","43.17","False"
"33","22","1822","9","20.95","True"
"33","52","1849","8","44.21","False"
"33","78","961","6","55.60","True"
"33","12","496","8","28.67","False"
"33","84","1790","5","61.65","True"
"34","90","117","8","66.33","True"
"34","69","866","8","37.78","True"
"34","17","1292","1","74.31","False"
"35","31","16","10","37.26","True"
"35","28","438","2","72.01","False"
"35","57","751","9","100.00","False"
"36","42","1893","8","20.57","True"
"36","90","1746","7","42.93","True"
"36","15","1374","10","37.32","False"
"36","70","231","4","26.87","False"
"36","15","710","1","100.00","True"
"36","25","2","9","72.33","True"
"36","45","1687","1","26.85","True"
"37","97","417","3","89.01","True"
"37","14","1302","9","74.38","False"
"37","36","329","4","16.57","False"
"38","42","657","2","62.30","False"
"38","69","593","7","32.60","False"
"38","42","1837","1","93.23","True"
"38","57","1214","10","25.46","False"
"38","97","499","9","67.89","False"
"38","15","1167","10","38.47","True"
"38","17","1834","2","25.57","False"
"38","22","603","2","49.54","True"
"38","25","1397","7","23.84","True"
"38","83","1058","1","95.74","True"
"39","96","569","10","10.86","True"
"39","17","436","4","95.72","False"
"39","62","1404","5","19.35","True"
"39","62","422","4","78.36","False"
"39","57","346","1","94.05","False"
"39","25","329","7","37.97","True"
"39","42","852","1","87.67","False"
"40","96","627","7","48.00","False"
"40","78","1612","9","51.39","True"
"41","42","118","5","80.53","True"
"41","84","1145","8","53.30","True"
"41","18","871","7","63.00","True"
"41","25","128","1","21.23","False"
"41","16","863","3","28.31","True"
"41","98","1146","10","100.00","True"
"41","83","199","10","33.14","True"
"41","15","863","1","39.22","False"
"41","31","637","7","93.43","False"
"42","27","230","9","50.26","True"
"42","51","972","8","44.72","True"
"42","14","1398","5","30.37","True"
"42","83","172","9","91.53","False"
"42","45","183","1","80.91","True"
"43","22","187","5","84.60","False"
"43","97","1972","4","53.65","False"
"44","52","1271","3","75.29","True"
"44","96","992","9","46.12","False"
"44","12","1121","9","81.85","False"
"44","98","1168","2","47.50","True"
"44","69","55","8","82.87","True"
"44","22","1090","6","57.60","True"
"45","6","499","4","81.89","False"
"45","25","1819","1","80.36","True"
"45","96","96","6","27.33","False"
"45","97","1736","6","59.45","False"
"45","90","292","7","61.60","True"
"45","84","1906","3","46.01","False"
"45","18","354","6","57.93","True"
"45","96","1900","6","88.19","False"
"46","42","1338","10","32.56","False"
"46","78","351","3","59.47","False"
"46","51","1084","5","85.90","False"
"46","83","939","4","78.00","False"
"46","28","932","9","52.97","False"
"46","18","655","6","65.02","True"
"47","28","926","1","89.78","False"
"47","42","1267","4","90.53","False"
"47","14","1754","5","64.73","False"
"48","16","1615","10","83.13","False"
"48","45","647","6","20.33","True"
"48","17","992","9","44.66","True"
"48","97","153","9","84.09","False"
"48","78","1491","10","66.68","False"
"48","16","1298","7","28.79","True"
"48","70","1702","3","19.48","False"
"49","25","723","8","59.23","False"
"49","57","1724","4","95.13","True"
"50","57","747","3","17.64","True"
"51","69","1075","10","20.93","False"
"51","16","1303","2","60.01","True"
"51","14","1081","2","42.58","False"
"51","27","1762","4","24.59","False"
"51","31","1744","5","86.56","True"
"52","27","1650","10","96.08","False"
"53","42","1901","4","51.51","False"
"53","69","1153","8","93.35","True"
"53","90","1074","9","11.31","True"
"53","28","936","5","47.31","True"
"53","69","423","8","83.12","True"
"53","57","563","9","39.66","False"
"53","78","1119","4","27.28","True"
"53","16","559","8","57.26","False"
"54","78","29","4","58.61","False"
"54","52","785","10","81.07","False"
"55","90","297","6","68.74","True"
"56","6","715","9","41.07","True"
"56","69","1936","4","37.79","True"
"56","12","610","3","17.18","True"
"56","28","111","7","11.85","False"
"56","96","96","9","89.78","True"
"56","97","489","2","100.00","False"
"57","69","1090","6","18.27","True"
"57","78","1906","8","82.83","False"
"58","45","1433","2","53.45","True"
"58","25","511","10","57.24","False"
"58","15","701","5","63.66","False"
"58","31","1463","9","58.10","True"
"59","12","1450","10","72.07","True"
"59","78","537","8","57.30","True"
"59","14","466","5","48.22","False"
"59","17","1724","9","44.50","True"
"59","31","1086","5","81.27","True"
"59","15","177","10","84.03","False"
"59","97","972","2","43.10","False"
"59","69","810","6","35.35","False"
"59","57","1455","3","78.77","True"
"59","98","1756","3","58.60","False"
"60","78","199","9","27.65","False"
"60","27","1455","6","16.82","False"
"60","70","1293","6","15.12","False"
"60","16","698","9","100.00","False"
"60","97","484","2","23.66","True"
"60","6","10","2","98.05","False"
"60","98","1142","5","12.21","True"
"60","84","1282","6","93.73","False"
"60","57","721","2","29.84","True"
"61","31","240","2","72.97","False"
"61","6","1009","8","52.41","True"
"61","96","988","2","65.59","False"
"61","12","210","3","31.25","True"
"61","27","1090","8","76.19","True"
"62","51","1058","8","42.93","False"
"62","31","1338","9","17.62","False"
"63","14","1077","5","21.31","False"
"63","42","1927","10","75.38","True"
"64","78","589","1","13.09","True"
"64","36","218","9","74.89","False"
"64","57","1408","7","89.66","True"
"64","22","214","9","62.18","False"
"64","97","1304","9","53.54","True"
"64","14","831","5","72.96","True"
"64","45","1497","6","44.57","False"
"64","31","202","8","30.76","False"
"65","14","1319","8","15.85","False"
"65","96","1304","10","39.60","False"
"65","57","1099","10","37.91","True"
"66","14","413","9","23.63","True"
"66","98","1981","5","57.76","False"
"66","25","772","8","54.51","False"
"66","84","979","4","33.75","True"
"66","27","806","10","50.96","False"
"66","15","326","3","33.04","True"
"66","70","381","6","30.76","False"
"66","6","193","6","26.79","True"
"67","31","1027","1","71.73","False"
"67","42","838","7","49.27","True"
"67","27","675","5","22.74","True"
"67","78","823","9","44.79","True"
"67","16","1123","8","39.93","True"
"68","96","60","7","58.59","False"
"68","22","629","7","82.08","False"
"68","69","1175","6","25.26","True"
"68","28","1353","7","57.93","False"
"68","16","1261","7","77.65","True"
"68","42","583","10","29.43","True"
"68","69","987","5","64.84","False"
"69","62","1591","8","29.95","False"
"69","17","215","3","100.00","True"
"69","70","1009","1","54.50","False"
"69","45","1693","9","12.93","False"
"69","22","200","3","67.85","True"
"69","78","1172","6","92.18","False"
"70","25","301","3","71.28","True"
"70","12","1744","4","21.82","True"
"70","98","1983","5","21.03","False"
"70","84","436","4","55.21","True"
"70","52","1475","7","47.42","True"
"70","28","1907","2","86.33","False"
"70","84","1471","6","66.07","False"
"71","16","325","1","96.74","True"
"71","16","394","3","20.17","False"
"71","57","54","1","16.87","False"
"72","14","1416","3","64.67","False"
"72","6","1024","4","74.47","False"
"72","70","1258","5","85.51","False"
"72","69","91","1","47.63","True"
"72","18","655","1","13.51","True"
"72","17","1854","4","10.88","True"
"72","12","854","9","23.00","False"
"72","36","781","6","46.97","False"
"72","25","187","10","46.60","False"
"72","6","286","10","22.65","True"
"73","25","143","4","100.00","False"
"73","27","1531","1","48.30","True"
"73","42","1549","7","84.23","False"
"73","69","1481","4","57.33","True"
"74","17","919","2","89.69","False"
"74","28","192","1","89.54","True"
"74","15","29","7","41.42","False"
"74","28","1781","6","97.75","False"
"75","84","1760","6","87.52","True"
"75","25","1128","7","33.48","False"
"75","78","1375","8","47.58","False"
"75","36","612","10","92.86","True"
"75","31","1492","7","74.55","True"
"75","84","240","8","80.72","False"
"75","16","1527","1","62.12","True"
"76","28","984","3","86.77","False"
"76","45","1701","5","45.83","False"
"76","22","550","7","96.33","True"
"76","51","766","4","60.33","True"
"76","36","1190","10","47.81","True"
"76","28","642","10","95.30","False"
"76","84","1919","4","51.76","False"
"76","51","17","2","98.65","True"
"76","52","396","5","13.34","True"
"77","31","1976","1","61.17","False"
"77","97","1043","1","33.17","False"
"77","45","1616","7","41.58","True"
"78","98","1664","1","57.81","True"
"78","57","429","6","82.71","False"
"78","27","503","5","37.23","False"
"78","6","1693","6","79.14","False"
"78","16","135","8","31.77","True"
"78","78","1227","3","52.56","False"
"78","42","1171","2","12.12","False"
"78","96","321","10","34.86","True"
"78","42","947","3","52.86","True"
"79","57","489","3","32.63","False"
"79","96","1106","4","46.14","False"
"79","78","177","4","78.79","False"
"79","12","242","4","88.21","False"
"79","22","665","10","15.40","False"
"80","14","714","2","92.31","False"
"80","98","1650","2","16.58","True"
"81","27","854","6","69.74","False"
"81","90","511","5","33.65","True"
"81","97","612","9","81.12","True"
"81","31","1217","7","15.58","True"
"81","18","1022","6","78.42","False"
"81","45","1001","3","51.18","False"
"81","69","990","10","57.40","True"
"82","22","1345","5","51.82","True"
"82","69","1188","4","81.12","False"
"82","27","1487","3","93.07","False"
"82","52","852","8","52.45","False"
"82","25","1896","8","35.11","False"
"82","18","321","5","58.23","True"
"82","12","329","9","53.36","False"
"82","97","1376","9","66.64","False"
"83","84","685","7","21.72","True"
"84","62","796","4","40.56","False"
"85","31","1804","9","59.35","False"
"85","27","1093","8","20.28","True"
"85","96","1621","4","16.99","False"
"85","15","1581","2","100.00","True"
"86","17","452","5","22.14","False"
"86","51","459","6","94.61","True"
"86","15","1043","2","95.91","True"
"86","25","440","2","87.33","False"
"87","6","610","4","85.13","False"
"87","83","1020","6","24.86","False"
"87","78","78","7","92.56","False"
"87","16","48","6","59.24","False"
"87","6","906","4","45.98","False"
"88","15","1492","7","26.48","False"
"88","31","983","6","32.09","True"
"88","22","1065","6","55.18","False"
"88","69","185","10","13.66","False"
"88","14","162","9","52.13","False"
"88","62","690","1","62.69","True"
"89","28","1395","6","21.00","False"
"89","62","755","3","93.13","True"
"89","52","1806","4","75.35","True"
"89","83","1024","7","98.05","True"
"90","90","55","4","97.06","True"
"91","96","642","5","24.29","False"
"91","62","1620","7","11.15","True"
"91","15","202","1","56.97","True"
"91","45","1875","6","69.57","True"
"91","83","1400","7","98.94","True"
"91","17","785","5","15.93","False"
"91","52","1539","3","68.12","False"
"92","51","1840","7","95.85","False"
"92","70","1027","3","20.62","True"
"93","18","1126","2","93.30","False"
"93","22","1888","3","30.23","True"
"93","36","276","1","23.89","False"
"93","36","1121","7","22.75","False"
"94","70","1475","4","14.76","True"
"94","45","583","3","19.08","False"
"94","25","509","1","83.32","True"
"94","98","1145","10","63.91","False"
"94","78","295","4","69.53","True"
"94","22","1328","4","25.83","False"
"94","18","1883","4","64.03","True"
"94","69","1455","6","99.61","True"
"94","27","1828","10","75.59","False"
"94","51","351","1","87.17","False"
"95","98","1489","7","50.61","True"
"95","28","469","2","92.91","True"
"95","12","983","2","22.04","True"
"95","52","1678","6","17.90","True"
"95","51","1765","10","30.15","False"
"95","6","1209","1","49.52","True"
"95","57","1416","5","66.84","True"
"95","42","1706","3","62.51","True"
"95","45","1596","9","80.54","True"
"95","14","827","9","25.49","True"
"96","51","325","3","17.35","False"
"96","98","222","10","59.72","True"
"97","45","828","2","79.34","False"
"97","14","786","8","68.65","True"
"98","25","1850","7","77.99","True"
"98","27","190","7","23.23","False"
"98","27","944","10","36.31","True"
"98","31","858","2","68.17","True"
"98","27","768","2","37.52","True"
"99","27","721","6","66.15","False"
"99","96","1189","9","25.88","True"
"100","22","647","7","30.30","False"
"100","51","1090","10","34.81","False"
"100","31","532","3","93.86","False"
"100","28","517","3","34.10","False"
"100","51","1548","5","45.97","False"
"100","12","1990","8","65.17","False"
"101","52","1068","9","11.55","True"
"102","12","354","4","14.14","True"
"102","14","1992","8","94.97","False"
"102","62","374","6","49.90","False"
"102","62","1926","6","85.67","False"
"102","78","180","8","21.74","True"
"102","62","1513","2","76.07","True"
"102","83","425","9","67.29","False"
"102","22","1197","8","34.03","False"
"102","36","608","1","48.38","True"
"102","90","1311","3","48.66","True"
"103","98","394","1","63.59","True"
"103","16","1125","4","89.04","False"
"103","69","1064","3","39.41","True"
"103","98","584","7","21.13","True"
"104","69","895","6","17.72","True"
"104","12","1746","3","70.05","False"
"104","36","1762","3","24.92","True"
"104","84","1556","2","45.27","False"
"104","84","453","6","52.03","False"
"104","78","704","8","81.13","True"
"105","28","1955","5","10.13","True"
"105","15","1469","9","49.91","True"
"105","96","373","9","46.54","True"
"105","97","1819","9","21.25","True"
"105","96","1621","4","37.90","False"
"105","96","4","9","86.59","True"
"105","78","766","6","24.83","False"
"105","90","1255","10","87.30","True"
"106","18","1853","7","52.50","False"
"106","6","1009","3","84.75","False"
"106","96","1491","8","81.42","False"
"106","52","438","8","27.47","True"
"106","98","1531","5","14.05","False"
"106","42","805","10","94.73","False"
"106","22","1502","5","19.42","False"
"106","31","1465","7","51.01","True"
"107","97","269","4","95.25","True"
"108","18","1377","8","33.67","False"
"108","96","1240","4","88.41","True"
"108","69","1883","6","44.98","True"
"108","70","1702","8","36.26","False"
"108","15","1903","2","17.04","True"
"108","27","297","7","71.03","False"
"108","42","1756","9","31.32","False"
"109","84","1170","7","85.51","False"
"109","14","1596","10","41.54","False"
"110","98","822","10","76.74","True"
"110","98","912","5","10.94","True"
"110","6","492","9","40.03","False"
"110","22","700","2","97.84","True"
"110","42","1016","2","67.18","False"
"110","42","1497","2","18.46","True"
"110","70","3","1","57.07","False"
"110","31","1377","1","11.27","False"
"111","36","1861","5","16.93","False"
"111","42","273","9","57.53","True"
"111","90","1702","9","27.00","False"
"111","70","1181","2","16.39","False"
"111","83","1808","9","10.20","False"
"111","98","1437","10","36.36","True"
"112","78","501","1","69.90","False"
"113","6","1138","3","56.32","True"
"113","18","1152","9","48.96","True"
"113","52","1831","1","67.82","False"
"113","57","1750","1","67.32","True"
"113","14","369","8","17.61","False"
"113","57","707","3","81.88","False"
"113","97","1289","7","99.54","False"
"113","36","1448","5","99.92","True"
"114","14","1690","8","32.97","True"
"115","17","1648","3","40.11","True"
"116","98","445","7","74.60","False"
"116","15","1063","1","34.37","False"
"116","16","496","9","23.53","False"
"116","69","400","3","49.67","True"
"116","36","1277","5","88.18","False"
"116","16","1034","5","86.86","False"
"116","69","1471","8","11.48","False"
"116","12","146","5","26.78","True"
"117","28","1676","1","85.27","True"
"118","15","407","7","17.89","True"
"118","52","521","7","56.98","True"
"118","17","1340","4","53.88","False"
"118","52","1199","8","40.65","False"
"119","17","488","10","51.59","True"
"119","70","118","8","58.32","True"
"119","14","1353","8","51.32","False"
"119","42","722","8","23.10","True"
"119","97","1548","9","30.59","True"
"119","98","121","2","26.68","True"
"119","14","231","3","56.94","True"
"120","90","1022","1","12.77","True"
"120","97","1768","10","88.35","True"
"121","51","1956","6","30.62","False"
"121","62","1175","1","54.33","False"
"121","36","1687","4","16.92","True"
"121","84","1055","4","76.59","True"
"121","84","955","6","99.56","False"
"121","98","1690","4","10.62","False"
"121","15","1280","8","70.37","True"
"121","70","862","2","71.64","True"
"121","70","1304","5","44.22","True"
"121","36","825","5","31.24","False"
"122","28","1395","10","18.88","False"
"122","12","786","6","19.64","True"
"122","70","987","7","64.54","False"
"122","6","379","8","53.87","False"
"122","90","562","5","82.98","True"
"122","22","796","7","20.98","False"
"123","83","1859","3","41.04","False"
"123","36","415","3","92.15","False"
"123","97","1288","9","38.81","True"
"123","15","1124","6","29.74","True"
"123","57","299","4","29.05","True"
"123","78","1648","2","60.48","True"
"123","22","119","5","84.31","True"
"123","17","1009","10","85.14","True"
"123","45","1515","8","82.49","False"
"123","6","1174","8","97.33","False"
"124","27","1392","5","96.74","True"
"124","70","675","4","42.68","True"
"124","51","219","5","75.90","True"
"124","14","1034","4","94.46","True"
"124","12","395","10","56.99","False"
"124","90","228","1","15.09","False"
"124","15","17","3","62.20","True"
"124","17","987","6","48.33","True"
"125","17","1121","3","21.09","True"
"125","57","1968","2","19.70","False"
"126","16","1808","7","80.80","True"
"126","31","1344","9","47.35","True"
"126","15","1520","4","12.76","True"
"126","22","1466","6","65.82","False"
"126","17","554","1","14.22","False"
"127","96","887","4","57.37","True"
"127","42","1239","2","87.17","True"
"127","17","1075","2","79.89","False"
"127","14","50","8","90.74","True"
"128","57","484","4","66.10","False"
"128","83","1954","3","88.35","False"
"128","22","1027","9","65.56","False"
"128","6","1993","1","89.59","False"
"129","15","299","1","83.93","True"
"129","31","707","6","85.71","False"
"129","57","1913","10","34.84","False"
"129","52","801","6","14.86","True"
"129","70","1489","9","94.48","False"
"129","69","1340","6","85.65","True"
"130","83","1450","7","18.22","True"
"130","28","1255","2","92.26","True"
"130","28","1416","9","26.88","True"
"130","27","729","8","27.77","True"
"130","57","373","9","91.77","False"
"130","97","870","1","95.12","False"
"130","97","528","10","90.97","True"
"131","42","737","1","33.90","False"
"132","28","1036","6","65.48","True"
"132","97","609","6","88.29","True"
"132","96","459","9","24.27","True"
"132","51","1903","4","78.51","True"
"132","14","1834","6","28.54","True"
"132","31","1336","9","66.71","True"
"132","16","1009","8","14.11","False"
"133","31","1542","5","76.77","True"
"133","83","1481","7","97.45","True"
"133","51","48","4","43.63","False"
"133","70","424","1","19.64","False"
"133","15","590","6","41.06","False"
"134","16","479","7","37.29","True"
"134","84","819","5","96.08","False"
"134","25","905","4","48.13","False"
"134","62","1395","4","38.83","False"
"134","83","1078","6","17.83","True"
"134","15","1526","2","56.39","False"
"134","42","433","2","72.30","True"
"134","22","1156","3","88.64","False"
"134","12","720","2","66.01","True"
"134","12","279","7","78.86","False"
"135","52","881","9","69.58","True"
"135","51","1921","3","85.69","True"
"135","18","321","1","89.55","False"
"135","28","1055","4","37.07","True"
"135","52","943","9","63.32","True"
"135","42","1022","8","19.61","False"
"135","15","1052","1","88.43","True"
"136","6","1639","5","44.01","True"
"136","51","319","3","10.64","True"
"136","16","1660","10","17.29","False"
"136","96","1873","1","23.61","False"
"136","90","1422","2","60.82","True"
"137","16","569","10","39.20","False"
"137","17","1380","4","20.94","True"
"137","14","1993","9","32.63","False"
"138","84","1018","3","90.45","True"
"138","57","699","7","93.11","True"
"139","17","1794","10","52.94","True"
"139","83","1960","5","63.79","True"
"139","22","1949","2","80.60","False"
"139","62","1678","6","29.85","True"
"139","52","1041","3","50.00","False"
"140","15","1471","10","41.45","False"
"141","31","1251","6","23.71","False"
"141","18","333","4","61.69","False"
"141","62","1231","2","18.15","True"
"141","28","1285","7","28.77","True"
"141","17","1581","5","83.73","True"
"141","45","1419","10","17.06","True"
"141","96","341","6","84.61","False"
"142","97","710","1","46.04","False"
"142","12","1225","7","28.87","False"
"142","6","1033","5","23.04","False"
"142","25","522","1","37.20","True"
"142","18","496","8","79.76","True"
"142","97","738","5","40.57","False"
"142","83","1206","10","26.05","False"
"142","84","330","9","46.87","False"
"142","42","1463","3","43.71","True"
"143","15","153","9","43.50","True"
"143","84","333","3","37.95","True"
"144","16","843","9","80.42","False"
"144","12","515","5","53.91","False"
"144","84","1824","1","92.37","True"
"144","36","713","3","36.13","False"
"144","31","1879","2","23.32","False"
"144","31","718","2","64.77","False"
"144","31","810","3","70.66","True"
"144","6","1171","9","65.82","False"
"145","62","642","8","13.82","False"
"145","96","1472","1","56.39","True"
"145","57","242","1","55.91","True"
"145","90","1699","3","35.59","True"
"145","97","1029","10","70.06","False"
"146","51","637","9","26.06","False"
"146","90","1206","4","92.68","True"
"146","83","1561","8","46.18","False"
"146","69","17","9","71.68","False"
"146","45","1612","6","77.12","False"
"146","42","688","8","34.41","True"
"146","52","1221","8","93.02","True"
"147","42","910","4","42.49","True"
"147","96","805","2","77.69","True"
"147","28","1145","8","50.17","True"
"147","17","1956","9","57.97","True"
"147","57","919","9","34.42","True"
"147","12","429","9","84.79","False"
"148","70","227","9","51.66","True"
"148","36","160","10","78.68","True"
"148","27","75","8","22.32","True"
"149","31","1659","5","98.60","False"
"150","27","824","1","58.54","True"
"150","31","954","1","26.21","True"
"150","25","1794","4","74.92","True"
"150","90","882","7","80.06","False"
"150","15","866","3","20.06","False"
"150","31","512","10","38.35","False"
"150","42","912","3","54.42","False"
"151","12","680","8","21.60","False"
"151","28","232","4","62.95","True"
"151","42","1086","9","18.85","False"
"151","83","1606","5","52.11","True"
"151","83","73","10","15.39","False"
"151","78","422","10","53.28","True"
"151","52","1667","2","26.01","False"
"152","6","1942","8","13.19","False"
"152","36","1131","6","55.26","True"
"153","42","1777","2","48.27","True"
"153","83","1736","2","65.28","True"
"154","83","1850","8","42.32","False"
"154","16","1296","2","69.77","False"
"155","51","1411","7","13.32","True"
"155","42","1271","9","80.91","False"
"155","45","1612","3","60.86","False"
"155","51","1554","8","24.75","True"
"155","27","183","4","58.47","False"
"155","12","831","9","84.84","False"
"155","15","502","10","43.12","True"
"156","70","1199","6","63.08","True"
"156","31","1054","4","52.34","False"
"156","84","538","3","30.58","False"
"156","42","468","6","14.01","True"
"156","12","320","1","67.93","True"
"156","25","1282","10","49.42","True"
"156","36","280","2","19.88","True"
"156","98","373","10","48.73","False"
"156","97","1981","2","88.88","True"
"156","42","404","7","16.22","True"
"157","18","1400","10","97.55","True"
"157","31","827","5","94.65","True"
"157","51","1985","4","54.99","True"
"157","28","1378","5","17.41","False"
"157","27","742","6","43.41","False"
"157","45","1019","5","27.87","False"
"157","97","1808","3","94.41","True"
"157","83","1320","7","73.47","False"
"158","51","854","1","79.04","False"
"158","6","1345","7","77.03","False"
"158","62","520","1","18.22","False"
"158","36","1633","2","13.10","False"
"158","97","1448","6","100.00","True"
"158","83","1511","2","11.96","True"
"158","22","455","10","69.66","False"
"158","16","1781","4","24.90","False"
"159","98","1650","6","42.57","True"
"159","84","220","10","49.03","False"
"159","15","533","8","21.52","False"
"159","57","1889","10","68.80","False"
"159","42","945","6","93.91","True"
"159","96","978","1","19.24","False"
"159","27","499","2","56.22","True"
"160","69","223","10","81.58","True"
"160","42","646","1","39.83","True"
"160","22","1469","3","69.06","True"
"161","25","1189","9","84.96","False"
"161","69","1520","3","98.23","False"
"162","62","217","3","29.32","False"
"162","84","1125","8","95.49","True"
"162","96","838","4","25.27","True"
"162","16","733","6","19.15","False"
"162","17","841","1","28.01","False"
"163","16","1992","6","68.78","True"
"163","62","1696","10","25.49","True"
"163","18","214","9","62.89","False"
